ampm,borough,cause,type,date,message,subject,time,hours,minutes,train,,,
AM,BKLYN,unauthorized person,person,11/27/19,Church Av-bound G trains are holding in stations while NYPD responds to an unauthorized person on the tracks at Classon Av.,bklyn g trains unauthorized person on tracks,11:04:50,11,4,G,,,
AM,BKLYN,mechanical problems,train,11/27/19,8 Av-bound L trains are delayed while we remove a train with a mechanical problem from service at Atlantic Av.,bklyn l train mechanical problem,7:05:08,7,5,L,,,
PM,BKLYN,medical problems,person,11/27/19,Canarsie-bound L trains are holding in stations while we request medical assistance for someone at Montrose Av.,bklyn l trains medical assistance,4:29:49,4,29,L,,,
PM,QNS,assault,person,11/27/19,Southbound M and R trains are delayed while we remove a train from service after a conductor was assaulted at 36 St.,qns m and r trains remove train from service,10:17:57,10,17,M,,,
PM,QNS,investigation,person,11/27/19,Forest Hills-bound M and R trains are delayed while NYPD conducts an investigation at Forest Hills-71 Av.,qns m and r trains nypd investigation,10:39:49,10,39,M,,,
AM,QNS,mechanical problems,train,11/27/19,Expect longer waits for southbound M and R trains after we fixed a mechanical problem on a train at Elmhurst Av.,qns m and r trains mechanical problem,6:22:35,6,22,M,,,
PM,QNS,signal malfunction,train,11/27/19,Expect delays in M and R trains while they share the southbound track with E and F trains because of a signal malfunction at Jackson Hts-Roosevelt Av.,qns m and r trains signal malfunction,4:06:15,4,6,M,,,
PM,MANH,brake activation,train,11/27/19,"There are delays and some reroutes in N, R and W train service while we investigate why a train's brakes were activated at Lexington Av-59 St.

Northbound N and W trains are holding in stations. 

Some northbound R trains are stopping along the Q line from 57 St-7 Av to Lexington Av-63 St then along the F line to 36 St (Qns).",manh n r and w trains brake activation,9:49:39,9,49,N,,,
PM,BKLYN,brake activation,train,11/27/19,Northbound N trains are delayed while we investigate why a train's brakes were activated at New Utrecht Av.,bklyn n trains train with brake activation,11:25:27,11,25,N,,,
PM,BKLYN,brake activation,train,11/27/19,Southbound N trains are delayed while we investigate why a train's brakes were activated at New Utrecht Av.,bklyn n trains train with brake activation,10:43:05,10,43,N,,,
AM,BKLYN,brake activation,train,11/27/19,"Northbound N trains are running on the local track from 59 St to 36 St while we investigate what activated a train's brakes at 36 St.

Expect delays in local service.",bklyn n train brake activation,9:58:57,9,58,N,,,
AM,BKLYN,brake activation,train,11/27/19,Northbound N and D trains are delayed while we investigate what activated a train's brakes at 36 St.,bklyn n and d trains brake activation,9:46:14,9,46,N,,,
PM,BKLYN,disruptive passenger,person,11/27/19,Southbound N trains are ending at Kings Hwy while we request NYPD assistance with a disruptive passenger at 86 St.,bklyn n trains disruptive passenger,7:34:03,7,34,N,,,
AM,MANH,medical problems,person,11/27/19,"Northbound N and Q trains are running on the local track from Canal St to 34 St-Herald Sq while we get medical help for someone at 34 St-Herald Sq.

Expect delays in northbound service.",manh n and q trains medical help,6:13:43,6,13,N,,,
AM,MANH,rail replacement,train,11/27/19,Southbound N and Q trains are running on the express track from 57 St-7 Av to Canal St while we replace rails at 23 St.,manh n and q trains rail replacement,2:56:17,2,56,N,,,
AM,MANH,rail replacement,train,11/27/19,Southbound N and Q trains are running on the express track from 57 St-7 Av to 34 St-Herald Sq while we replace rails at 23 St.,manh n and q trains rail replacement,1:55:34,1,55,N,,,
PM,MANH,signal problems,train,11/27/19,"Northbound N, Q, R and W trains are delayed while we work to address a signal problem at Lexington Av-59 St.",manh n q r and w trains signal problem,10:59:28,10,59,N,,, w
AM,BKLYN,signal problems,train,11/27/19,Northbound N trains are running with delays while we work to address a signal problem at 86 St (BKLYN).,bklyn n trains signal problem,1:44:57,1,44,N,,,
AM,BKLYN,brake activation,train,11/27/19,Southbound Q trains are running on the express track from Prospect Park to Kings Highway while we investigate why a train's brakes were activated at Avenue H.,bklyn q trains train with brake activation,5:48:22,5,48,Q,,,
PM,BKLYN,brake activation,train,11/27/19,Southbound Q trains are delayed while we investigate why a train's brakes were activated at Beverley Rd.,bklyn q trains brake activation,5:07:22,5,7,Q,,,
PM,BKLYN,brake activation,train,11/27/19,Southbound Q trains are delayed while we investigate why a train's brakes were activated at Cortelyou Rd.,bklyn q trains brake activation,4:36:25,4,36,Q,,,
AM,BKLYN,brake activation,train,11/27/19,Northbound Q trains are delayed because a train's brakes were activated at Cortelyou Rd.,bklyn q train brake activation,10:25:28,10,25,Q,,,
AM,BKLYN,brake activation,train,11/27/19,"Southbound Q trains are running express from Prospect Park to Kings Hwy while we investigate what activated a train's brakes at Avenue J.

For service to/from bypassed stations, take a northbound train.",bklyn q train brake activation,6:50:08,6,50,Q,,,
AM,BKLYN,mechanical problems,train,11/27/19,Expect longer waits for northbound Q trains after a train experienced a mechanical problem in Brooklyn.,bklyn q train mechanical problem,9:39:18,9,39,Q,,,
AM,BKLYN,train overran platform,train,11/27/19,Southbound Q trains are delayed while we help customers exit a train that overran the platform at Newkirk Plaza.,bklyn q train station overrun,9:08:56,9,8,Q,,,
PM,MANH,brake activation,train,11/27/19,Northbound R trains are delayed while we investigate why a train's brakes were activated at Lexington Av-59 St.,manh r trains brake activation,10:14:22,10,14,R,,,
AM,MANH,door problems,train,11/27/19,Expect longer waits for Forest Hills-bound R trains after we removed a train with a door problem from service at City Hall.,manh r train door problem,8:59:35,8,59,R,,,
AM,QNS,injured customer,person,11/27/19,Expect longer wait times in northbound R service while we take a train out of service because of an injured customer at 65 St in Queens.,qns r trains injured customer,12:12:55,12,12,R,,,
AM,MANH,medical problems,person,11/27/19,Expect delays on northbound R and W trains while they share the local track with N and Q trains so we can get medical help for someone at 34 St.,manh r and w trains medical help,6:19:38,6,19,R,,,
PM,BKLYN,medical problems,person,11/27/19,"Northbound R trains are running express from 36 St (Brooklyn) to Atlantic Av-Barclays Ctr while we get medical help for someone at Atlantic Av-Barclays Ctr.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound train.",bklyn r train medical help,12:29:34,12,29,R,,,
PM,SI,mechanical problems,train,11/27/19,St George-bound SIR trains will pick up passengers on the Tottenville platform between Jefferson Av and Old Town because of a train with mechanical problems at Jefferson Av.,si sir trains mechanical problems,8:04:56,8,4,SIR,,,
AM,MANH,mechanical problems,train,11/27/19,Franklin Av-bound Franklin Av Shuttle trains are delayed while we investigate a mechanical problem on a train near Botanic Gardens.,manh franklin av shuttle train mechanical problem,6:30:22,6,30,S,,,
AM,SI,slippery rails,other,11/27/19,SIR trains are running with delays in both directions due to slippery rails.,si sir trains slippery rails,7:31:26,7,31,SIR,,,
AM,MANH,unsanitary train,person,11/28/19,Southbound 1 trains are proceeding with delays after we isolated a dirty car at 96 St.,manh 1 trains isolated car,8:34:13,8,34,1,,,
AM,MANH,brake activation,train,11/28/19,Southbound 2 and 3 trains are holding in stations while we investigate why a train's brakes were activated at Central Pk N (110 St).,manh 2 and 3 trains brake activation,10:20:56,10,20,2,,,
PM,BX,brake activation,train,11/28/19,Southbound 2 trains are delayed while we investigate why a train's brakes were activated at Nereid Av.,bx 2 trains brake activation,12:05:27,12,5,2,,,
PM,BX,debris on track,other,11/28/19,Southbound 2 and 5 trains are holding in stations in the Bronx while train crews work to remove debris from the tracks near Freeman St.,bx 2 and 5 trains,1:34:27,1,34,2,,,
AM,MANH,investigation,person,11/28/19,Southbound 2 trains are delayed because of an NYPD investigation at Times Sq-42 St.,manh 2 trains nypd investigation,1:45:44,1,45,2,,,
PM,BX,investigation,person,11/28/19,Southbound 2 and 5 trains are again holding in stations while NYPD investigates another train at 3 Av-149 St.,bx 2 and 5 trains nypd investigation,1:18:36,1,18,2,,,
PM,BX,investigation,person,11/28/19,Southbound 2 and 5 trains are delayed while NYPD conducts an investigation at 3 Av-149 St.,bx 2 and 5 trains nypd investigation,1:02:12,1,2,2,,,
PM,BX,signal malfunction,train,11/28/19,Northbound 2 trains are delayed because of a signal malfunction at Bronx Park East.,bx 2 trains signal malfunction,9:44:27,9,44,2,,,
AM,BKLYN,track maintenance,train,11/28/19,"Northbound 2 trains are stopping at the southbound platforms at Church Av, Beverly Rd, Newkirk Av, and Flatbush Av while we complete temporary track maintenance.",bklyn 2 trains temporary track maintenance,1:58:56,1,58,2,,,
AM,BX,person holding doors,person,11/28/19,Southbound 6 trains are delayed while we request NYPD assistance to remove someone who is refusing to let the train doors close at Westchester Sq-E Tremont Av,bx 6 trains person holding doors,5:24:49,5,24,6,,,
PM,BX,unsanitary train,person,11/28/19,Southbound 6 trains are delayed while we remove a soiled car from service at Parkchester.,bx 6 trains unsanitary car,5:46:49,5,46,6,,,
AM,QNS,brake activation,train,11/28/19,34 St-bound 7 trains are delayed while we investigate why a train's brakes were activated at 33 St-Rawson St.,qns 7 trains train with brake activation,3:23:09,3,23,7,,,
AM,MANH,brake activation,train,11/28/19,Queens-bound 7 trains are proceeding with delays after a train's brake activation at Grand Central-42 St.,manh 7 trains brake activation,2:51:11,2,51,7,,,
PM,MANH,ems help,person,11/28/19,Southbound A trains are running local from 168 St to 59 St-Columbus Circle while we request NYPD and EMS assistance for someone at 168 St.,manh a trains nypd and ems assistance,5:50:55,5,50,A,,,
PM,QNS,fdny,person,11/28/19,There is no A train service between Rockaway Blvd and Far Rockaway-Mott Av in both directions because of FDNY activity at Aqueduct Racetrack.,qns a trains fdny activity,12:23:34,12,23,A,,,
PM,MANH,mechanical problems,train,11/28/19,Northbound A trains are running local from Canal St to 59 St-Columbus Circle because of a train with mechanical problems at Spring St.,manh a trains mechanical problems,6:21:24,6,21,A,,,
PM,MANH,shopping cart that fell onto the tracks,other,11/28/19,Uptown A and Jamaica Center-bound E trains are delayed while we work to retrieve a shopping cart that fell onto the tracks at 42 St-Port Authority Bus Terminal.,manh a and e trains shopping on the tracks,11:41:06,11,41,A,,,
PM,,switch problems,train,11/28/19,"There are delays and multiple impacts to A and C service because of a switch problem at Hoyt-Schermerhorn.

There is no southbound service on the A and C lines between Canal St and Euclid Av:
*Some southbound A and C trains will end at World Trade Center
*Some southbound A and C trains will run on the F line from W 4 St-Wash Sq to Bergen St or Church Av, where they will end.

There is limited northbound A and C service between Euclid Av and Canal St. Some northbound A trains will end at Euclid Av.

Expect delays in both directions.",bklyn/manh a and c trains switch problem,1:57:34,1,57,A,,,
AM,MANH,door problems,train,11/28/19,Southbound C trains are delayed while we remove a train with a door problem from service at 163 St-Amsterdam Av.,manh c train door problem,7:30:45,7,30,C,,,
PM,MANH,ems help,person,11/28/19,C trains are delayed in both directions while we request NYPD and EMS assistance for someone at 168 St.,manh c trains nypd and ems assistance,5:46:47,5,46,C,,,
PM,MANH,medical problems,person,11/28/19,C trains are delayed in both directions while we request EMS assistance for someone at 168 St.,manh c trains medical assistance,6:23:55,6,23,C,,,
AM,BKLYN,brake activation,train,11/28/19,Southbound D trains are delayed because a train's brakes were activated near DeKalb Av on the express track.,bklyn d train brake activation,11:51:28,11,51,D,,,
