no,which,ampm,borough,cause,date,message,subject,time,train
25,NYC,PM,QNS,conductor assaulted,11/27/19,Southbound M and R trains are delayed while we remove a train from service after a conductor was assaulted at 36 St.,qns m and r trains remove train from service,10:17:57,"m, r"
31,NYC,AM,QNS,disruptive passenger,11/27/19,Main St-bound 7 trains are delayed while NYPD responds to a report of a passenger being disruptive at 90 St-Elmhurst Av.,qns 7 trains passenger being disruptive,2:10:54,7
6,NYC,AM,MANH,rail replacement,11/27/19,Southbound N and Q trains are running on the express track from 57 St-7 Av to Canal St while we replace rails at 23 St.,manh n and q trains rail replacement,2:56:17,"n, q"
41,NYC,AM,MANH,rail replacement,11/27/19,Southbound N and Q trains are running on the express track from 57 St-7 Av to 34 St-Herald Sq while we replace rails at 23 St.,manh n and q trains rail replacement,1:55:34,"n, q"
26,NYC,AM,MANH,rail replacement,11/27/19,"Northbound E trains are running on the M line from W 4 St-Washington Sq to 5 Av-53 St while we replace rails at 7 Av.

For service to/from bypassed stations, take a southbound E train.",manh e trains rail replacement,2:23:32,e
3,NYC,AM,MANH,rail replacement,11/27/19,Northbound 1 trains are holding in stations between 96 St and 137 St-City College while we replace rails at 137 St-City College.,manh 1 trains rail replacement,3:07:18,1
27,NYC,AM,BKLYN,train overran platform,11/27/19,Southbound Q trains are delayed while we help customers exit a train that overran the platform at Newkirk Plaza.,bklyn q train station overrun,9:08:56,q
38,NYC,AM,QNS,brakes activated,11/28/19,34 St-bound 7 trains are delayed while we investigate why a train's brakes were activated at 33 St-Rawson St.,qns 7 trains train with brakes activated,3:23:09,7
5,NYC,AM,MANH,brakes activated,11/28/19,Queens-bound N trains are proceeding with delays after we moved a train that had its brakes activated at Lexington Av-59 St.,manh n trains train with brakes activated,12:59:24,n
49,NYC,AM,MANH,brakes activated,11/28/19,Queens-bound 7 trains are proceeding with delays after a train's brakes activated at Grand Central-42 St.,manh 7 trains brakes activated,2:51:11,7
15,NYC,AM,MANH,brakes activated,11/28/19,Southbound 2 and 3 trains are holding in stations while we investigate why a train's brakes were activated at Central Pk N (110 St).,manh 2 and 3 trains brakes activated,10:20:56,"2, 3"
40,NYC,PM,BX,brakes activated,11/28/19,Southbound 2 trains are delayed while we investigate why a train's brakes were activated at Nereid Av.,bx 2 trains brakes activated,12:05:27,2
48,NYC,AM,BKLYN,brakes activated,11/28/19,Southbound N trains are delayed while we investigate why a train's brakes were activated at Bay Pkwy.,bklyn n trains brakes activated,1:16:43,n
45,NYC,AM,BKLYN,brakes activated,11/28/19,Southbound D trains are delayed because a train's brakes were activated near DeKalb Av on the express track.,bklyn d train brakes activated,11:51:28,d
40,NYC,AM,MANH,door problems,11/28/19,Southbound C trains are delayed while we remove a train with a door problem from service at 163 St-Amsterdam Av.,manh c train door problem,7:30:45,c
41,NYC,PM,MANH,ems help,11/28/19,Jamaica Center-bound E trains are delayed while we get EMS assistance for a passenger at Canal St.,manh e trains ems assistance,10:27:36,e
47,NYC,PM,MANH,ems help,11/28/19,C trains are delayed in both directions while we request NYPD and EMS assistance for someone at 168 St.,manh c trains nypd and ems assistance,5:46:47,c
44,NYC,PM,MANH,ems help,11/28/19,Southbound A trains are running local from 168 St to 59 St-Columbus Circle while we request NYPD and EMS assistance for someone at 168 St.,manh a trains nypd and ems assistance,5:50:55,a
31,NYC,PM,QNS,fdny,11/28/19,There is no A train service between Rockaway Blvd and Far Rockaway-Mott Av in both directions because of FDNY activity at Aqueduct Racetrack.,qns a trains fdny activity,12:23:34,a
0,NYC,PM,QNS,investigation,11/28/19,Southbound E and F trains are running local from Forest Hills-71 Av to Jackson Hts-Roosevelt Av while we request medical assistance for someone at Jackson Hts-Roosevelt Av.,qns e and f trains nypd investigation,9:37:30,"e, f"
25,NYC,PM,MANH,investigation,11/28/19,Southbound D trains are delayed because of an NYPD investigation at 145 St.,manh d train nypd investigation,3:12:25,d
33,NYC,AM,MANH,investigation,11/28/19,Southbound 2 trains are delayed because of an NYPD investigation at Times Sq-42 St.,manh 2 trains nypd investigation,1:45:44,2
6,NYC,PM,BX,investigation,11/28/19,Southbound 2 and 5 trains are again holding in stations while NYPD investigates another train at 3 Av-149 St.,bx 2 and 5 trains nypd investigation,1:18:36,"2, 5"
12,NYC,PM,BX,investigation,11/28/19,Southbound 2 and 5 trains are delayed while NYPD conducts an investigation at 3 Av-149 St.,bx 2 and 5 trains nypd investigation,1:02:12,"2, 5"
28,NYC,AM,BX,loss of power,11/28/19,D trains are delayed in both directions because of a temporary loss of power at Fordham Rd.,bx d trains temporary loss of power,1:50:14,d
38,NYC,PM,MANH,mechanical problems,11/28/19,Northbound A trains are running local from Canal St to 59 St-Columbus Circle because of a train with mechanical problems at Spring St.,manh a trains mechanical problems,6:21:24,a
37,NYC,PM,MANH,medical problems,11/28/19,C trains are delayed in both directions while we request EMS assistance for someone at 168 St.,manh c trains medical assistance,6:23:55,c
19,NYC,AM,BKLYN,medical problems,11/28/19,Southbound R trains are delayed while we get medical help for someone at 86 St.,bklyn r train medical help,9:47:27,r
34,NYC,AM,BKLYN,medical problems,11/28/19,"Northbound R trains are running express from 36 St (Brooklyn) to Atlantic Av-Barclays Ctr while we get medical help for someone at Atlantic Av-Barclays Ctr.

Expect delays in northbound service.

For service to/from bypassed stations, take a southbound train.",bklyn r train medical help,8:12:19,r
32,NYC,AM,BKLYN,medical problems,11/28/19,"Some northbound N and Q trains will run on the R line from DeKalb Av to Canal St to provide local service while we get medical help for someone at Atlantic Av-Barclays Ctr.

Expect delays in northbound service.",bklyn n and q trains medical help,8:15:47,"n, q"
49,NYC,AM,BX,nypd activity,11/28/19,Southbound D trains are delayed while we request NYPD assistance at Bedford Park Blvd.,bx d train nypd assistance,7:01:28,d
48,NYC,PM,BX,signal malfunction,11/28/19,Northbound 2 trains are delayed because of a signal malfunction at Bronx Park East.,bx 2 trains signal malfunction,9:44:27,2
31,NYC,PM,BKLYN,signal malfunction,11/28/19,Northbound N trains are running with delays because of a signal malfunction at 18 Av.,bklyn n trains signal malfunction,7:18:00,n
3,NYC,AM,MANH,switch problems,11/28/19,Northbound J trains will depart from the southbound platform while our crews perform switch maintenance at Broad St.,manh j trains switch maintenance,1:04:58,j
9,NYC,AM,MANH,switch problems,11/28/19,Southbound D trains are running on the local track from 34 St-Herald Sq to W 4 St-Washington Sq while our crews perform switch maintenance at W 4 St- Washington Sq.,manh d trains switch maintenance,2:23:45,d
43,NYC,PM,,switch problems,11/28/19,"There are delays and multiple impacts to A and C service because of a switch problem at Hoyt-Schermerhorn.

There is no southbound service on the A and C lines between Canal St and Euclid Av:
*Some southbound A and C trains will end at World Trade Center
*Some southbound A and C trains will run on the F line from W 4 St-Wash Sq to Bergen St or Church Av, where they will end.

There is limited northbound A and C service between Euclid Av and Canal St. Some northbound A trains will end at Euclid Av.

Expect delays in both directions.",bklyn/manh a and c trains switch problem,1:57:34,"a, c"
12,NYC,AM,QNS,track maintenance,11/28/19,Northbound E trains will arrive on the southbound track from Jamaica Center-Parsons/Archer to Jamaica-Van Wyck while our crews perform temporary track maintenance at Sutphin Blvd-Archer Av.,qns e trains temporary track maintenance,2:16:09,e
20,NYC,AM,QNS,track maintenance,11/28/19,Northbound E and F trains are delayed while our crews perform temporary track maintenance at Briarwood.,qns e and f trains temporary track maintenance,2:05:48,"e, f"
24,NYC,AM,BKLYN,track maintenance,11/28/19,"Northbound 2 trains are stopping at the southbound platforms at Church Av, Beverly Rd, Newkirk Av, and Flatbush Av while we complete temporary track maintenance.",bklyn 2 trains temporary track maintenance,1:58:56,2
28,NYC,PM,BKLYN,unsanitary train,11/28/19,8 Av-bound L trains are holding in stations while our crews isolate a soiled car at Atlantic Av.,bklyn l trains soiled car,2:55:50,l
33,NYC,PM,MANH,shopping cart that fell onto the tracks,11/28/19,Uptown A and Jamaica Center-bound E trains are delayed while we work to retrieve a shopping cart that fell onto the tracks at 42 St-Port Authority Bus Terminal.,manh a and e trains shopping on the tracks,11:41:06,"a, e"
29,NYC,AM,MANH,unsanitary train,11/28/19,Southbound 1 trains are proceeding with delays after we isolated a dirty car at 96 St.,manh 1 trains isolated car,8:34:13,1
26,NYC,AM,BX,broken window,11/28/19,"Expect longer waits for southbound D trains in the Bronx, Manhattan and Brooklyn after we removed a train with a broken window from service at Bedford Park Blvd.",bx d train broken window,8:58:52,d
46,NYC,PM,BX,unsanitary train,11/28/19,Southbound 6 trains are delayed while we remove a soiled car from service at Parkchester.,bx 6 trains unsanitary car,5:46:49,6
40,NYC,AM,BX,person holding doors,11/28/19,Southbound 6 trains are delayed while we request NYPD assistance to remove someone who is refusing to let the train doors close at Westchester Sq-E Tremont Av,bx 6 trains person holding doors,5:24:49,6
2,NYC,PM,BX,debris on track,11/28/19,Southbound 2 and 5 trains are holding in stations in the Bronx while train crews work to remove debris from the tracks near Freeman St.,bx 2 and 5 trains,1:34:27,"2, 5"
18,NYC,AM,QNS,brakes activated,11/29/19,Southbound A trains are delayed because a second train's brakes were activated at Aqueduct-North Conduit Av.,qns a train brakes activated,7:03:03,a
27,NYC,AM,QNS,brakes activated,11/29/19,Southbound A trains are delayed because a train's brakes were activated at Aqueduct-North Conduit Av.,qns a train brakes activated,6:36:07,a
8,NYC,AM,MANH,brakes activated,11/29/19,"Southbound A trains are running on the local track from 59 St-Columbus Circle to Canal St because a train's brakes were activated at 59 St-Columbus Circle.

Expect delays in southbound service.",manh a train brakes activated,7:55:32,a
17,NYC,PM,MANH,brakes activated,11/29/19,Southbound 6 trains are delayed because of a work train's brakes being activated at 14 St-Union Sq.,manh 6 train brakes activated,11:14:17,6
23,NYC,PM,MANH,brakes activated,11/29/19,Southbound 4 and 5 trains are holding in stations while we investigate why a train's brakes were activated at 59 St.,manh 4 and 5 trains brakes activated,5:07:02,"4, 5"
29,NYC,AM,MANH,brakes activated,11/29/19,Southbound 2 and 3 trains are delayed while we investigate what activated a train's brakes at Chambers St.,manh 2 and 3 trains brakes activated,9:36:21,"2, 3"
24,NYC,PM,BKLYN,brakes activated,11/29/19,8 Av-bound L trains are delayed while we investigate what activated a train's emergency brakes at New Lots Av.,bklyn l train brakes activated,1:49:14,l
1,NYC,AM,MANH,broken rail,11/29/19,"Some northbound 6 trains are running express from Brooklyn Bridge-City Hall to 14 St-Union Sq while we fix a broken rail at Spring St.

Expect delays in northbound service.",manh 6 train broken rail,8:35:02,6
43,NYC,AM,MANH,broken rail,11/29/19,"Northbound 4 trains are running with delays while they share the express track with 6 trains so we can fix a broken rail on the local track at Spring St.

You may also experience delays in northbound 2 and 3 service while we reroute 5 trains.",manh 2 3 and 4 trains broken rail,8:52:06,"2, 3, 4"
21,NYC,PM,MANH,disruptive passenger,11/29/19,Northbound N and Q trains are proceeding with delays after NYPD responded to disruptive passengers at 34 St-Herald Sq.,manh n and q trains disruptive passengers,2:13:03,"n, q"
11,NYC,PM,BKLYN,disruptive passenger,11/29/19,Canarsie-bound L trains are delayed while we request NYPD assistance for a disruptive passenger at Broadway Junction.,bklyn l trains disruptive passenger,9:14:51,l
46,NYC,PM,BKLYN,disruptive passenger,11/29/19,8 Av-bound L trains are delayed while we request NYPD assistance for a disruptive passenger at Broadway Junction.,bklyn l trains disruptive passenger,3:55:17,l
25,NYC,AM,MANH,door problems,11/29/19,Southbound C trains are delayed while we remove a train with door problems from service at 145 St.,manh c train door problem,6:45:48,c
